L0,L1,L2,L3,L4,L5,L6,L7,L8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,Sexo,Casado,Edad,Fumador,Trabajo,Hijos,Telefono Casa,Telefono Celular,Correo Electronico,IMSS,Egreso Preparatoria,Preparotoria,Promedio Preparatoria,Certificado de Conducta,Situación,Periodo,Creditos,Materias Aprobadas,Materias Cursadas
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,1.5881067026550701,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,-3.582992860422393,0.3216337604513384,0.08051031357922787,1.3106644810625836,1.148085933483385,-0.32440145451782265,0.6834096213850952,0.4894339137179932,0.5851404949169958,0.7551842163602245,0.7447745798854302
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,-0.5840112429542572,1.335143698502964,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,-3.582992860422393,0.3216337604513384,0.08051031357922787,-0.6176694680869647,-1.261012418744046,-0.32440145451782265,-1.463251275235572,-2.008142469906052,-1.759428316215325,-1.7183480500419608,-1.9060741159876338
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,-0.5840112429542572,1.335143698502964,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,-0.03089855277905502,1.953442464112433,1.148085933483385,0.8879601857239672,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.7551842163602245,0.7447745798854302
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,-0.5840112429542572,1.335143698502964,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,-0.6176694680869647,1.148085933483385,-1.5367630947596125,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.7551842163602245,0.7447745798854302
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,-0.5840112429542572,1.335143698502964,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,0.6678864980127341,-1.261012418744046,-0.32440145451782265,-1.463251275235572,1.0444508878566698,0.29206939352545574,0.7139586785868547,0.7447745798854302
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,1.4566918752818645,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,-1.0814303146406286,-0.17372704602080438,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,-0.5840112429542572,1.335143698502964,2.273471948099466,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,0.025108514962884743,-1.261012418744046,0.8879601857239672,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.7551842163602245,0.7447745798854302
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,1.5881067026550701,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,-1.2604474511368142,-0.05646324263033042,0.8879601857239672,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.7551842163602245,0.7447745798854302
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,11.269427669584646,-0.08873565094161139,-0.13376338862031292,-3.261343839027654,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,-0.5840112429542572,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,0.025108514962884743,1.148085933483385,-1.5367630947596125,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.7551842163602245,0.7447745798854302
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,-0.5840112429542572,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,0.6678864980127341,-0.05646324263033042,0.8879601857239672,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.7551842163602245,0.7447745798854302
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,1.4566918752818645,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,-1.0814303146406286,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,1.3926160875502311,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,-1.2604474511368142,-0.05646324263033042,0.8879601857239672,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.7551842163602245,0.7447745798854302
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,1.5881067026550701,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,-1.2604474511368142,-0.05646324263033042,-1.5367630947596125,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.7551842163602245,0.7447745798854302
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,-0.5840112429542572,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,-1.2604474511368142,1.148085933483385,0.8879601857239672,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.7551842163602245,0.7447745798854302
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,1.5881067026550701,-0.7489830503797116,2.273471948099466,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,1.3106644810625836,-1.261012418744046,0.8879601857239672,-1.463251275235572,-2.008142469906052,-1.759428316215325,-1.7183480500419608,-1.9060741159876338
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,-0.5840112429542572,1.335143698502964,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,1.953442464112433,-1.261012418744046,-1.5367630947596125,-1.463251275235572,-1.7306339828367137,-1.8400228690979985,-1.8007991255887004,-1.508446811606674
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,1.4566918752818645,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,-1.0814303146406286,-0.17372704602080438,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,-0.5840112429542572,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,0.6678864980127341,-0.05646324263033042,0.8879601857239672,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.7551842163602245,0.7447745798854302
-0.1259881576697424,-0.04423739552038088,15.968719422671313,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,-3.261343839027654,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,-0.5840112429542572,1.335143698502964,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,1.3106644810625836,-0.05646324263033042,0.8879601857239672,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.7551842163602245,0.7447745798854302
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,1.4566918752818645,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,-1.0814303146406286,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,-0.5840112429542572,1.335143698502964,2.273471948099466,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,1.953442464112433,1.148085933483385,-0.32440145451782265,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.7551842163602245,0.7447745798854302
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,-0.5840112429542572,1.335143698502964,-0.43985587807052606,0.0,0.1963149351234783,-3.8729833462074166,0.2790962859697443,0.3216337604513384,0.08051031357922787,-1.2604474511368142,-1.261012418744046,0.8879601857239672,-1.463251275235572,-2.008142469906052,-1.905963866911095,-1.8832502011354397,-1.9060741159876338
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,-0.5840112429542572,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,-3.1091263510296048,-0.03089855277905502,0.6678864980127341,-1.261012418744046,-0.32440145451782265,-1.463251275235572,1.0444508878566698,-0.6237777983231071,-0.3579053035207589,-0.09466084047437341
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,1.5881067026550701,1.335143698502964,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,0.025108514962884743,-0.05646324263033042,-0.32440145451782265,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.7551842163602245,0.7447745798854302
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,-0.5840112429542572,1.335143698502964,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,1.3106644810625836,1.148085933483385,0.8879601857239672,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.7551842163602245,0.7447745798854302
